libelle;libelle_plaquette;libelle_ampoule;libelle_flacon;libelle_tube;libelle_stylo;libelle_seringue;libelle_pilulier;libelle_sachet;libelle_comprime;libelle_gelule;libelle_film;libelle_poche;libelle_capsule;nb_plaquette;nb_ampoule;nb_flacon;nb_tube;nb_stylo;nb_seringue;nb_pilulier;nb_sachet;nb_comprime;nb_gelule;nb_film;nb_poche;nb_capsule;nb_ml;statut;etat commerc;agrement col;tx rembours;forme pharma;voies admin;statut admin;date declar annee;date amm annee;type proc;titulaires;substances;prix
flacon(s) polyéthylène haute densité (PEHD) de 30 comprimé(s);0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé sécable;orale;Autorisation active;2010;2007;Procédure nationale; ARROW GENERIQUES;RISPÉRIDONE;29.09
plaquette(s) thermoformée(s) PVC-aluminium de 30 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé sécable;orale;Autorisation active;2009;2000;Procédure de reconnaissance mutuelle; BIOGARAN;BISOPROLOL (FUMARATE ACIDE DE);5.27
plaquette(s) thermoformée(s) PVC PVDC aluminium de 15  comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé sécable;orale;Autorisation active;2003;2002;Procédure nationale; EG LABO - LABORATOIRES EUROGENERICS;MALÉATE DE FLUVOXAMINE;2.95
plaquette(s) thermoformée(s) PVC aluminium de 30 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé sécable;orale;Autorisation active;2006;1990;Procédure nationale; MEDA PHARMA (FRANCE);BÉNAZÉPRIL (CHLORHYDRATE DE);3.96
plaquette(s) thermoformée(s) PVDC PVC-Aluminium de 15 gélule(s);1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;Présentation active;Déclaration d'arrêt de commercialisation;non;30%;gélule;orale;Autorisation abrogée;2013;1995;Procédure nationale; SANDOZ;PIROXICAM;2.2
plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 capsule(s);1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;Présentation active;Déclaration de commercialisation;oui;65%;capsule molle ou;orale,vaginale;Autorisation active;2000;1999;Procédure nationale; EFFIK;PROGESTÉRONE;4.46
plaquette(s) thermoformée(s) PVC PVDC aluminium de 10  comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;Présentation active;Déclaration d'arrêt de commercialisation;non;65%;comprimé pelliculé;orale;Autorisation active;2013;2003;Procédure nationale; RATIOPHARM (ALLEMAGNE);NORFLOXACINE;3.61
plaquette(s) thermoformée(s) PVC PVDC aluminium de 28 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;30%;comprimé pelliculé;orale;Autorisation active;2010;2009;Procédure décentralisée; ACCORD HEALTHCARE (ROYAUME UNI);FINASTÉRIDE;12.92
plaquette(s) thermoformée(s) PVC polyéthylène de 10 suppositoire(s);1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;suppositoire;rectale;Autorisation active;1999;1998;Procédure nationale; SANOFI AVENTIS FRANCE;PARACÉTAMOL;1.24
plaquette(s) thermoformée(s) PVC-Aluminium de 8 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé sécable;orale;Autorisation active;2008;2007;Procédure nationale; MYLAN SAS;PARACÉTAMOL;1.08
plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé;orale;Autorisation active;2006;2006;Procédure nationale; MYLAN SAS;IBUPROFÈNE;1.8
film(s) thermosoudé(s) PVC polyéthylène de 8  suppositoire(s);0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;suppositoire;rectale;Autorisation active;1988;1988;Procédure nationale; SANOFI AVENTIS FRANCE;PARACÉTAMOL;1.36
1 tube(s) aluminium de 10  g;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;15%;crème;cutanée;Autorisation active;2004;2003;Procédure nationale; TEVA SANTE;ACICLOVIR;6.4
plaquette(s) formée(s) à froid polyamide aluminium PVC-Aluminium de 90 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé;orale;Autorisation active;2011;2011;Procédure nationale; ZYDUS FRANCE;RÉPAGLINIDE;7.73
plaquette(s) thermoformée(s) PVC-Aluminium de 90 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé sécable;orale;Autorisation active;2010;2009;Procédure nationale; BIOGARAN;CHLORHYDRATE DE LERCANIDIPINE;20.13
plaquette(s) thermoformée(s) PVC PVDC aluminium de 50 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;Présentation active;Déclaration d'arrêt de commercialisation;non;65%;comprimé pelliculé;orale;Autorisation active;2012;2010;Procédure décentralisée; RATIOPHARM (ALLEMAGNE);MYCOPHÉNOLATE MOFÉTIL;54.87
plaquette(s) PVC-Aluminium de 90 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé;orale;Autorisation active;1998;1992;Procédure nationale; TAKEDA FRANCE;CHLORHYDRATE DE MIDODRINE;40.52
1 flacon(s) polyéthylène haute densité (PEHD) de 5 ml avec embout avec compte-gouttes;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;5;Présentation active;Arrêt de commercialisation (le médicament n'a plus d'autorisation);non;65%;collyre en solution;ophtalmique;Autorisation abrogée;2015;2012;Autorisation d'importation parallèle; PHARMA LAB;DORZOLAMIDE BASE, TIMOLOL BASE, MALÉATE DE TIMOLOL, CHLORHYDRATE DE DORZOLAMIDE;6.59
plaquette(s) thermoformée(s) PVC aluminium de 180 gélule(s);1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;180;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;30%;gélule;orale;Autorisation active;2012;2010;Procédure nationale; THERABEL LUCIEN PHARMA;PALMIER DE FLORIDE (EXTRAIT LIPIDO-STÉROLIQUE DE);49.48
plaquette(s) PVC polyéthylène aluminium-ACLAR de 30 gélule(s);1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;100%;gélule gastro-résistant(e);orale;Autorisation active;2000;2000;Procédure de reconnaissance mutuelle; BRISTOL MYERS SQUIBB;DIDANOSINE;209.35
plaquette(s) thermoformée(s) aluminium de 28 comprimé(s) (distributeur parallèle : BB Farma);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé enrobé;orale;Autorisation active;2013;1996;Procédure centralisée; ELI LILLY (PAYS BAS);OLANZAPINE;76.31
plaquette(s) thermoformée(s) PVC-Aluminium de 16  comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé;orale;Autorisation active;2003;2003;Procédure nationale; MYLAN SAS;ROXITHROMYCINE;6.97
plaquette(s) thermoformée(s) PVC-Aluminium de 30 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé sécable;orale;Autorisation active;2006;2003;Procédure nationale; SANDOZ;FUROSÉMIDE;1.16
1 flacon(s) polyéthylène de 14 gélule(s);0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;14;0;0;0;0;Présentation active;Déclaration d'arrêt de commercialisation;non;65%;gélule gastro-résistant(e);orale;Autorisation active;2013;1990;Procédure nationale; SANOFI AVENTIS FRANCE;LANSOPRAZOLE;5.89
1 flacon(s) en verre jaune(brun) de 30 ml avec compte-gouttes polypropylène;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;30;Présentation active;Déclaration de commercialisation;oui;65%;solution buvable en gouttes;orale;Autorisation active;2009;2008;Procédure nationale; BIOGARAN;BÉTAMÉTHASONE;2.65
plaquette(s) thermoformée(s) PVC polyéthylène PVDC de 84 gélule(s);1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;84;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;gélule;orale;Autorisation active;1999;1999;Procédure centralisée; MERCK SHARP & DOHME (GRANDE BRETAGNE);RIBAVIRINE;159.06
plaquette(s) thermoformée(s) PVC polyéthylène (ACLAR RX) polytrifluorochloroéthylène aluminium de 60 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé sécable;orale;Autorisation active;2007;2007;Procédure nationale; SANOFI AVENTIS FRANCE;RISPÉRIDONE;29.09
1 flacon(s) polyéthylène de 5 ml;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;5;Présentation active;Déclaration de commercialisation;oui;65%;collyre;ophtalmique;Autorisation active;1997;1996;Procédure nationale; LABORATOIRE CHAUVIN;INDOMÉTACINE;2.97
plaquette(s) aluminium de 28 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé orodispersible;orale;Autorisation active;2015;2014;Procédure nationale; SANDOZ;LANSOPRAZOLE;8.14
plaquette(s) thermoformée(s) PVC-Aluminium de 30 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé;orale;Autorisation active;2009;1988;Procédure nationale; RANBAXY PHARMACIE GENERIQUES;ACÉBUTOLOL (CHLORHYDRATE D'), ACÉBUTOLOL BASE;4.09
plaquette(s) thermoformée(s) PVC-Aluminium de 90 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé;orale;Autorisation active;2008;2006;Procédure de reconnaissance mutuelle; BIOGARAN;GLIMÉPIRIDE;18.58
plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 60 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;Présentation active;Déclaration d'arrêt de commercialisation;non;65%;comprimé pelliculé sécable;orale;Autorisation active;2013;2007;Procédure nationale; MYLAN SAS;RISPÉRIDONE;29.09
plaquette(s) thermoformée(s) polyamide aluminium PVC de 28 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;Présentation active;Déclaration d'arrêt de commercialisation;non;65%;comprimé gastro-résistant(e);orale;Autorisation abrogée;2012;2009;Procédure nationale; RANBAXY PHARMACIE GENERIQUES;PANTOPRAZOLE, PANTOPRAZOLE SODIQUE SESQUIHYDRATÉ;7.21
30 plaquette(s) PVC-Aluminium de 1 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;30;0;0;0;0;0;0;0;1;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé;orale;Autorisation active;2015;2015;Procédure de reconnaissance mutuelle; ARROW GENERIQUES;ÉPLÉRÉNONE;18.84
plaquette(s) thermoformée(s) PVC-aluminium PVDC de 14  gélule(s);1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;gélule à libération prolongée;orale;Autorisation active;1999;1998;Procédure nationale; MUNDIPHARMA;CHLORHYDRATE D'HYDROMORPHONE, HYDROMORPHONE;59.22
1 flacon(s) pulvérisateur(s) polytéréphtalate (PET) de 120 doses avec pompe(s) doseuse(s) avec embout(s) nasal(aux);0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;30%;suspension pour pulvérisation;nasale;Autorisation active;2009;2006;Procédure nationale; ZAMBON FRANCE;DIPROPIONATE DE BÉCLOMÉTASONE;7.11
plaquette(s) thermoformée(s) PVC-Aluminium de 8 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé;orale;Autorisation active;2006;2005;Procédure nationale; ARROW GENERIQUES;PARACÉTAMOL;1.08
film(s) thermosoudé(s) aluminium de 14 comprimé(s);0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;15%;comprimé pelliculé;orale;Autorisation active;2009;1996;Procédure de reconnaissance mutuelle; MYLAN SAS;RANITIDINE BASE, CHLORHYDRATE DE RANITIDINE;7.47
5 cartouche(s) en verre de 3 ml;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;Présentation active;Déclaration de commercialisation;oui;65%;solution injectable;sous-cutanée;Autorisation active;2003;2000;Procédure centralisée; SANOFI AVENTIS (ALLEMAGNE);INSULINE GLARGINE ;55.09
plaquette(s) thermoformée(s) aluminium de 16  comprimé(s) avec cuillère;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé sécable pour suspension buvable;orale;Autorisation active;1998;1995;Procédure nationale; SANOFI AVENTIS FRANCE;ROXITHROMYCINE;7.94
plaquette(s) thermoformée(s) aluminium de 8 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;Présentation active;Déclaration de commercialisation;non;65%;comprimé enrobé;orale;Autorisation active;2007;2004;Procédure nationale; SANOFI AVENTIS FRANCE;CÉFUROXIME, CÉFUROXIME AXÉTIL;4.69
plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé;orale;Autorisation active;2010;2008;Procédure de reconnaissance mutuelle; ACCORD HEALTHCARE (ROYAUME UNI);GLIMÉPIRIDE;6.58
1 flacon(s) polyéthylène haute densité (PEHD) avec gobelet doseur polypropylène de 200  ml;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;200;Présentation active;Déclaration d'arrêt de commercialisation;non;30%;solution buvable;orale;Autorisation abrogée;2014;2000;Procédure nationale; RANBAXY PHARMACIE GENERIQUES;LACTULOSE;1.52
plaquette(s) thermoformée(s) aluminium PVC PVDC de 90 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;0;Présentation active;Déclaration d'arrêt de commercialisation;oui;65%;comprimé;orale;Autorisation active;2015;2006;Procédure nationale; TEVA SANTE;FÉNOFIBRATE;19.75
plaquette(s) thermoformée(s) PVC-Aluminium de 14 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;15%;comprimé pelliculé sécable;orale;Autorisation active;2009;2008;Procédure nationale; SANOFI AVENTIS FRANCE;ZOPICLONE;1.76
flacon(s) polyéthylène haute densité (PEHD) de 90 comprimé(s);0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé;orale;Autorisation active;2012;2011;Procédure décentralisée; ACTAVIS GROUP PTC (ISLANDE);METFORMINE BASE, CHLORHYDRATE DE METFORMINE;8.6
plaquette(s) thermoformée(s) PVC-aluminium PVDC de 14 gélule(s);1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;gélule à libération prolongée;orale;Autorisation active;1999;1998;Procédure nationale; MUNDIPHARMA;HYDROMORPHONE, CHLORHYDRATE D'HYDROMORPHONE;42.87
1 flacon(s) en verre de 1 g - 1 ampoule(s) en verre de 3,5 ml;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;3.5;Présentation active;Déclaration de commercialisation;oui;65%;poudre et  solvant pour solution injectable;intramusculaire,sous-cutanée;Autorisation active;2001;2000;Procédure nationale; MYLAN SAS;CEFTRIAXONE BASE, CEFTRIAXONE SODIQUE;6.62
plaquette(s) thermoformée(s) PVC PVDC aluminium de 14  gélule(s);1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;gélule;orale;Autorisation active;2000;1993;Procédure nationale; THERABEL LUCIEN PHARMA;ACIDE FOLINIQUE, CALCIUM (FOLINATE DE);13.61
plaquette(s) thermoformée(s) PVC PVDC aluminium de 15  comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;Présentation active;Déclaration d'arrêt de commercialisation;non;65%;comprimé pelliculé sécable;orale;Autorisation active;2014;2003;Procédure de reconnaissance mutuelle; TEVA SANTE;MALÉATE DE FLUVOXAMINE;2.95
plaquette(s) thermoformée(s) polychlortrifluoroéthylène PVC PVC-Aluminium de 21 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;Présentation active;Déclaration d'arrêt de commercialisation;non;65%;comprimé pelliculé;orale;Autorisation active;2014;2009;Procédure décentralisée; ARROW GENERIQUES;ROPINIROLE BASE, CHLORHYDRATE DE ROPINIROLE;3.23
2 seringue(s) préremplie(s) en verre de 0,45 ml;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0.45;Présentation active;Déclaration de commercialisation;oui;65%;solution injectable;sous-cutanée,voie extracorporelle autre;Autorisation active;2008;1996;Procédure nationale; LABORATOIRES LEO;TINZAPARINE SODIQUE ;10.79
plaquette(s) thermoformée(s) aluminium de 28 comprimé(s) (distributeur parallèle : Laboratoire Mediwin Ldt);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé orodispersible;orale;Autorisation active;2012;2000;Procédure centralisée; ELI LILLY (PAYS BAS);OLANZAPINE;76.31
plaquette(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;100%;comprimé pelliculé;orale;Autorisation active;2011;2008;Procédure décentralisée; SANDOZ;ANASTROZOLE;46.73
plaquette(s) thermoformée(s) polyamide aluminium PVC de 30 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;Présentation active;Déclaration d'arrêt de commercialisation;non;65%;comprimé sécable;orale;Autorisation active;2014;2004;Procédure nationale; ARROW GENERIQUES;HYDROCHLOROTHIAZIDE, MALÉATE D'ÉNALAPRIL;6.36
plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé dispersible;orale;Autorisation active;2006;2006;Procédure nationale; SANDOZ;LAMOTRIGINE;10.38
tube(s) polypropylène de 20 comprimé(s);0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé effervescent(e);orale;Autorisation active;1964;1996;Procédure de reconnaissance mutuelle; SANDOZ;CALCIUM (GLUCONOLACTATE DE), CARBONATE DE CALCIUM, CALCIUM ÉLÉMENT;1.92
plaquette(s) aluminium de 30 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé;orale;Autorisation active;2009;2003;Procédure de reconnaissance mutuelle; ASTRAZENECA;ROSUVASTATINE CALCIQUE, ROSUVASTATINE;31.37
1 flacon(s) en verre - 1 ampoule(s) en verre;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;Présentation active;Déclaration d'arrêt de commercialisation;non;65%;poudre et  solvant pour solution injectable;intramusculaire,intraveineuse,sous-cutanée;Autorisation active;2015;2000;Procédure nationale; TEVA SANTE;CEFTRIAXONE SODIQUE, CEFTRIAXONE BASE;6.53
12 sachet(s)-dose(s) papier aluminium polyéthylène de 1,566 g;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;poudre pour suspension buvable;orale;Autorisation active;2010;2010;Procédure nationale; TEVA SANTE;ACIDE CLAVULANIQUE, CLAVULANATE DE POTASSIUM, AMOXICILLINE, AMOXICILLINE TRIHYDRATÉE;6.54
plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 90 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé;orale;Autorisation active;2013;2011;Procédure décentralisée; MYLAN SAS;HYDROCHLOROTHIAZIDE, LOSARTAN POTASSIQUE;18.63
plaquette(s) thermoformée(s) PVC-Aluminium de 10 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé sécable;orale;Autorisation active;2007;2007;Procédure nationale; EG LABO - LABORATOIRES EUROGENERICS;ACÉTATE DE NOMÉGESTROL;3.12
1 seringue(s) préremplie(s) en verre de 1 ml avec aiguille(s);0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;Présentation active;Déclaration d'arrêt de commercialisation;non;65%;solution injectable;intraveineuse,sous-cutanée;Autorisation active;2013;2009;Procédure centralisée; RATIOPHARM (ALLEMAGNE);ÉPOÉTINE THÊTA ;184.97
plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé sécable;orale;Autorisation active;2010;2010;Procédure nationale; TEVA SANTE;LOSARTAN POTASSIQUE;6.36
plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 90 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé sécable;orale;Autorisation active;2010;2009;Procédure nationale; ZYDUS FRANCE;SIMVASTATINE;23.71
1 flacon(s) en verre de 5  ml avec compte-gouttes;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;5;Présentation active;Déclaration de commercialisation;oui;15%;collyre en solution;ophtalmique;Autorisation active;1993;1993;Procédure nationale; LABORATOIRES DOLIAGE;N-ACÉTYL L-CYSTÉINE;3.6
plaquette(s) formée(s) à froid PVC-Aluminium polyamide aluminium de 12 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé;orale;Autorisation active;2010;2010;Procédure de reconnaissance mutuelle; RANBAXY PHARMACIE GENERIQUES;RISÉDRONIQUE (ACIDE), RISÉDRONATE MONOSODIQUE ANHYDRE;43.04
plaquette(s) thermoformée(s) PVC-Aluminium de 30 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé quadrisécable;orale;Autorisation active;2007;2003;Procédure de reconnaissance mutuelle; MENARINI INTERNATIONAL OPERATIONS LUXEMBOURG;CHLORHYDRATE DE NÉBIVOLOL, NÉBIVOLOL BASE;9.68
plaquette(s) thermoformée(s) PVC PVDC aluminium de 60  gélule(s) avec inhalateur(s);1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;poudre pour inhalation en gélule;inhalée;Autorisation active;2002;1993;Procédure nationale; NOVARTIS PHARMA;BÉCLOMÉTASONE BASE, DIPROPIONATE DE BÉCLOMÉTHASONE;2.12
